Period,CPUAvg,Concept:514,Encounter:318,Context:524,Encounter:311,BaseOpenmrsData:135,Concept:280,Concept:206,Concept:990,ConceptName:213,Concept:1019,Obs:706,BaseOpenmrsData:49,Concept:1096,BaseOpenmrsData:42,Obs:174,Encounter:369,ServiceContext:134,Encounter:362,Format:60,BaseOpenmrsData:100,Concept:191,Daemon:146,BaseOpenmrsData:107,Concept:217,Daemon:269,Obs:630,Obs:566,Concept:593,OpenmrsUtil:495,Concept:1082,ServiceContext:189,Obs:166,Encounter:55,Concept:347,ConceptServiceImpl:308,BaseOpenmrsObject:33,Obs:411,BaseOpenmrsData:92,Context:347,Concept:224,BaseOpenmrsData:114,BaseOpenmrsData:35,Obs:1107,Obs:559,Concept:1375,Encounter:41,ConceptName:378,Obs:551,UserContext:180,Obs:490,Obs:254,Encounter:341,Encounter:265,ConceptServiceImpl:848,Obs:543,Context:354,Concept:238,BaseOpenmrsData:84,Encounter:411,OpenmrsUtil:508,Encounter:104,LocaleUtility:99,Obs:758,Obs:222,Obs:574,Encounter:76,Concept:557,Obs:425,Obs:534,Context:95,Context:163,HibernateContextDAO:146,Obs:740,Concept:1220,Obs:660,Obs:85,Concept:958,Obs:1070,Obs:970,BaseOpenmrsData:149,Concept:177,Obs:1074,BaseOpenmrsObject:64,Obs:979,Concept:795,HibernateAdministrationDAO:63,BaseOpenmrsData:142,ConceptDatatype:54,Concept:252,Obs:527,Encounter:329,Obs:645,Obs:207,Concept:1121,ServiceContext:342,ConceptName:244,Obs:443,Obs:675,ServiceContext:500,Concept:944,BaseOpenmrsData:77,ConceptName:96,BaseOpenmrsMetadata:37,ConceptName:139,BaseOpenmrsData:70,Obs:237,Person:104,Encounter:275,Context:436,Concept:787,UserContext:131,Concept:266,Encounter:90,Context:269,Encounter:97,LocaleUtility:127,Context:262,Concept:1034,Context:147,Concept:972,ConceptName:237,ConceptName:80,Encounter:69,BaseOpenmrsData:63,ConceptName:84,LocaleUtility:40,Encounter:62,Obs:957,ServiceContext:86,Encounter:83,Obs:653,Concept:86,BaseOpenmrsData:121,Obs:181,Patient:55,BaseOpenmrsData:128,Concept:1027,Obs:581,ConceptServiceImpl:858,Encounter:420,ServiceContext:368,ConceptName:220,Obs:1091,Obs:462,Context:582,Concept:584,BaseOpenmrsData:56
From 1528437072 to 1528437102,70.73,2372,17,2061,17,113297,9530,9530,9530,1626,407,431,41804,9530,110613,1060,17,28,17,0,2088755,9530,2702,110612,250,5,431,431,1186,2282,9530,43143,431,51,1186,0,1466181,431,2060735,43143,9530,37463,37894,431,122,9530,29,1626,431,2426,126,431,17,17,64,122,31,9530,110181,34,1698,17,1186,250,431,10,17,2372,431,431,36,45208,1,431,407,431,431,9530,10775,431,113297,9530,10775,377408,431,9488,14910,53953,250,9530,560,34,431,431,9530,198,1392,862,431,45206,9530,37463,15603,308,18344,110181,431,763,17,1349,9488,2695,9530,17,28,17,1186,198,9530,3991,9530,4458,1392,17,37463,529,3612,17,431,45208,68,180,9787,113297,431,78,37463,407,431,126,17,31,1392,431,431,2061,7116,110612
From 1528437103 to 1528437132,107.83,5476,68,4885,68,188781,18300,18300,18300,3531,657,1631,104935,18300,181479,3986,68,76,68,0,3513136,18300,5493,181479,941,5,1631,1631,2738,5684,18300,79696,1631,204,2738,0,3623881,1631,3461402,79696,18300,96972,98603,1631,483,18300,120,3531,1631,5593,418,1631,68,68,244,483,76,18300,179848,136,2921,68,2738,941,1631,54,68,5476,1631,1631,81,84071,1,1631,657,1631,1631,18300,40775,1631,188781,18300,40775,1005506,1631,21904,27538,129672,941,18300,2046,136,1631,1631,18300,677,3064,3262,1631,84069,18300,96972,33544,639,39984,179848,1631,2392,68,2786,21904,5447,18300,68,76,68,2738,677,18300,8873,18300,9584,3064,68,96972,1140,8331,68,1631,84071,272,666,19200,188781,1631,172,96972,657,1631,418,68,76,3064,1631,1631,4885,16428,181479
From 1528437133 to 1528437162,80.83,4436,59,3829,59,137810,16881,16881,16881,2915,599,1348,82514,16881,133901,2822,59,72,59,0,2647481,16881,4257,133900,666,5,1348,1348,2218,4665,16881,45343,1348,177,2218,0,2084306,1348,2618331,45343,16881,76535,77883,1348,354,16881,100,2915,1348,4385,264,1348,59,59,156,354,61,16881,132552,118,2120,59,2218,666,1348,44,59,4436,1348,1348,66,48578,1,1348,599,1348,1348,16881,33700,1348,137810,16881,33700,538415,1348,17744,15876,94638,666,16881,1392,118,1348,1348,16881,434,2649,2696,1348,48576,16881,76535,27713,473,32768,132552,1348,1971,59,2148,17744,4191,16881,59,72,59,2218,434,16881,6901,16881,7918,2649,59,76535,953,6603,59,1348,48578,236,474,17549,137810,1348,117,76535,599,1348,264,59,61,2649,1348,1348,3829,13308,133900
From 1528437163 to 1528437192,84.57,5126,34,3898,34,128781,21379,21379,21379,3493,907,1168,75294,21379,124184,2126,34,48,34,0,2385193,21379,3942,124184,500,5,1168,1168,2563,5057,21379,58546,1168,102,2563,0,2317320,1168,2347206,58546,21379,69621,70789,1168,249,21379,70,3493,1168,4407,220,1168,34,34,132,249,57,21379,123016,68,2094,34,2563,500,1168,30,34,5126,1168,1168,62,61473,1,1168,907,1168,1168,21379,29200,1168,128781,21379,29200,616979,1168,20504,20215,92884,500,21379,1070,68,1168,1168,21379,370,3150,2336,1168,61471,21379,69621,33614,413,39408,123016,1168,1727,34,1998,20504,3884,21379,34,48,34,2563,370,21379,6753,21379,9604,3150,34,69621,1156,6970,34,1168,61473,136,378,21862,128781,1168,120,69621,907,1168,220,34,57,3150,1168,1168,3898,15378,124184
From 1528437193 to 1528437222,97.33,5916,79,4739,79,167802,19171,19171,19171,4059,989,1307,101919,19171,161403,2761,79,92,79,0,3159728,19171,5145,161403,650,5,1307,1307,2958,5873,19171,75952,1307,237,2958,0,3205213,1307,3110387,75952,19171,94827,96134,1307,330,19171,120,4059,1307,5398,278,1307,79,79,148,330,74,19171,160096,158,2694,79,2958,650,1307,40,79,5916,1307,1307,79,79873,1,1307,989,1307,1307,19171,32675,1307,167802,19171,32675,871900,1307,23664,26214,125454,650,19171,1364,158,1307,1307,19171,442,3439,2614,1307,79871,19171,94827,38339,625,45016,160096,1307,2040,79,2603,23664,5099,19171,79,92,79,2958,442,19171,8480,19171,10954,3439,79,94827,1319,8356,79,1307,79873,316,483,19771,167802,1307,177,94827,989,1307,278,79,74,3439,1307,1307,4739,17748,161403
From 1528437223 to 1528437252,79.8,4280,36,3749,36,138120,12299,12299,12299,2762,491,1497,67687,12299,134112,3220,36,52,36,0,2595360,12299,3812,134112,759,5,1497,1497,2140,4595,12299,50043,1497,108,2140,0,2053938,1497,2563000,50043,12299,61442,62939,1497,399,12299,85,2762,1497,4251,298,1497,36,36,178,399,49,12299,132615,72,2123,36,2140,759,1497,54,36,4280,1497,1497,54,53104,1,1497,491,1497,1497,12299,37425,1497,138120,12299,37425,535916,1497,17120,17383,81318,759,12299,1572,72,1497,1497,12299,486,2412,2994,1497,53102,12299,61442,26075,423,31016,132615,1497,1998,36,1916,17120,3791,12299,36,52,36,2140,486,12299,6496,12299,7450,2412,36,61442,890,6391,36,1497,53104,144,552,13007,138120,1497,111,61442,491,1497,298,36,49,2412,1497,1497,3749,12840,134112
From 1528437253 to 1528437282,74.0,3902,40,2983,40,107319,15380,15380,15380,2774,795,295,70807,15380,103015,1011,40,56,40,0,1973054,15380,3724,103015,237,5,295,295,1951,3444,15380,47361,295,120,1951,0,2122144,295,1942435,47361,15380,66423,66718,295,124,15380,49,2774,295,3465,86,295,40,40,50,124,57,15380,102720,80,1894,40,1951,237,295,14,40,3902,295,295,62,49919,1,295,795,295,295,15380,7375,295,107319,15380,7375,577110,295,15608,16443,85706,237,15380,470,80,295,295,15380,149,2477,590,295,49917,15380,66423,26607,398,31016,102720,295,866,40,1884,15608,3651,15380,40,56,40,1951,149,15380,5678,15380,7602,2477,40,66423,919,5416,40,295,49919,160,189,15634,107319,295,108,66423,795,295,86,40,57,2477,295,295,2983,11706,103015
From 1528437283 to 1528437313,95.03,7040,20,5292,20,163664,28519,28519,28519,4812,1240,1621,85314,28519,156974,2851,20,30,20,0,3137775,28519,5010,156974,675,5,1621,1621,3520,6886,28519,80489,1621,60,3520,1,3360735,1621,3085436,80489,28519,78337,79958,1621,363,28519,70,4812,1621,5950,276,1621,20,20,146,363,63,28519,155353,40,2500,20,3520,675,1621,46,20,7040,1621,1621,68,84287,1,1621,1241,1621,1621,28519,40525,1621,163664,28519,40525,922709,1621,28160,27758,110787,675,28519,1424,40,1621,1621,28519,448,4027,3242,1621,84285,28519,78337,46095,535,53952,155353,1621,2277,20,2546,28160,4971,28519,20,30,20,3520,448,28519,8908,28519,13170,4027,20,78337,1604,9470,20,1621,84287,80,453,29224,163664,1621,136,78337,1240,1621,276,20,63,4027,1621,1621,5292,21120,156974
From 1528437314 to 1528437343,78.97,2638,38,2430,38,120129,10770,10770,10770,1754,408,752,67777,10770,115661,1378,38,50,38,0,2257475,10770,3529,115661,327,5,752,752,1319,2851,10770,54201,752,114,1319,0,2252898,752,2222227,54201,10770,63125,63877,752,176,10770,61,1754,752,2887,140,752,38,38,74,176,49,10770,114909,76,1818,38,1319,327,752,22,38,2638,752,752,54,56823,1,752,408,752,752,10770,18800,752,120129,10770,18800,626005,752,10552,18695,84909,327,10770,706,76,752,752,10770,223,1514,1504,752,56821,10770,63125,16695,427,19648,114909,752,1248,38,1792,10552,3486,10770,38,50,38,1319,223,10770,4985,10770,4770,1514,38,63125,584,4206,38,752,56823,152,210,11127,120129,752,114,63125,408,752,140,38,49,1514,752,752,2430,7914,115661
From 1528437344 to 1528437373,96.93,5534,57,4408,57,157251,21421,21421,21421,3787,967,1043,78881,21421,153630,2361,57,80,57,0,3020926,21421,4694,153630,555,5,1043,1043,2767,5226,21421,48754,1043,171,2767,0,2038804,1043,2989666,48754,21421,72617,73660,1043,278,21421,90,3787,1043,5044,232,1043,57,57,128,278,62,21421,152587,114,2335,57,2767,555,1043,40,57,5534,1043,1043,67,52278,1,1043,967,1043,1043,21421,26075,1043,157251,21421,26075,500395,1043,22136,17149,91473,555,21421,1148,114,1043,1043,21421,378,3118,2086,1043,52276,21421,72617,36197,537,42496,152587,1043,1614,57,2349,22136,4621,21421,57,80,57,2767,378,21421,7760,21421,10342,3118,57,72617,1245,7811,57,1043,52278,228,423,21950,157251,1043,126,72617,967,1043,232,57,62,3118,1043,1043,4408,16602,153630
From 1528437374 to 1528437403,95.83,6294,66,5313,66,180700,19498,19498,19498,4157,807,1890,107253,19498,176148,4309,66,88,66,0,3427194,19498,5219,176148,1013,5,1890,1890,3147,6545,19498,50471,1890,198,3147,0,2499987,1890,3394841,50471,19498,99173,101063,1890,520,19498,125,4157,1890,5989,404,1890,66,66,222,520,74,19498,174258,132,2797,66,3147,1013,1890,68,66,6294,1890,1890,79,54556,1,1890,807,1890,1890,19498,47250,1890,180700,19498,47250,623629,1890,25176,17741,119415,1013,19498,2070,132,1890,1890,19498,642,3526,3780,1890,54554,19498,99173,39508,573,46872,174258,1890,2672,66,2647,25176,5143,19498,66,88,66,3147,642,19498,9088,19498,11288,3526,66,99173,1327,9136,66,1890,54556,264,771,20479,180700,1890,135,99173,807,1890,404,66,74,3526,1890,1890,5313,18882,176148
From 1528437404 to 1528437433,84.67,5338,28,4037,28,137774,19057,19057,19057,3635,963,866,62734,19057,133085,2032,28,36,28,0,2608457,19057,3906,133085,483,5,866,866,2669,4828,19057,56874,866,84,2669,0,2428324,866,2571607,56874,19057,56954,57820,866,260,19057,56,3635,866,4560,212,866,28,28,134,260,47,19057,132219,56,2188,28,2669,483,866,34,28,5338,866,866,52,59864,1,866,963,866,866,19057,21650,866,137774,19057,21650,652300,866,21352,19707,79764,483,19057,1078,56,866,866,19057,362,2878,1732,866,59862,19057,56954,34258,432,39968,132219,866,1334,28,1970,21352,3880,19057,28,36,28,2669,362,19057,6839,19057,9788,2878,28,56954,1223,7229,28,866,59864,112,300,19552,137774,866,107,56954,963,866,212,28,47,2878,866,866,4037,16014,133085
From 1528437434 to 1528437463,85.13,4212,39,3554,39,145310,22480,22480,22480,2850,744,860,75631,22480,141967,1752,39,52,39,0,2785954,22480,4474,141967,413,5,860,860,2106,4091,22480,45219,860,117,2106,0,1860198,860,2757007,45219,22480,69362,70222,860,205,22480,66,2850,860,4162,196,860,39,39,98,205,57,22480,141107,78,2391,39,2106,413,860,20,39,4212,860,860,61,48480,1,860,744,860,860,22480,21500,860,145310,22480,21500,460357,860,16848,15937,86789,413,22480,900,78,860,860,22480,313,2692,1720,860,48478,22480,69362,27440,485,32200,141107,860,1437,39,2260,16848,4393,22480,39,52,39,2106,313,22480,6744,22480,7840,2692,39,69362,949,6268,39,860,48480,156,300,22888,145310,860,100,69362,744,860,196,39,57,2692,860,860,3554,12636,141967
From 1528437464 to 1528437493,97.97,6530,72,5306,72,168043,21615,21615,21615,4391,1016,1896,101980,21615,162123,3479,72,84,72,0,3238230,21615,5444,162123,819,5,1896,1896,3265,6797,21615,67847,1896,216,3265,0,3052314,1896,3194352,67847,21615,94494,96390,1896,414,21615,132,4391,1896,6017,350,1896,72,72,200,414,76,21615,160227,144,2599,72,3265,819,1896,54,72,6530,1896,1896,82,72105,1,1896,1016,1896,1896,21615,47400,1896,168043,21615,47400,816117,1896,26120,23595,121871,819,21615,1728,144,1896,1896,21615,568,3617,3792,1896,72103,21615,94494,41692,640,49056,160227,1896,2656,72,2749,26120,5377,21615,72,84,72,3265,568,21615,9240,21615,11912,3617,72,94494,1430,9282,72,1896,72105,288,609,22403,168043,1896,157,94494,1016,1896,350,72,76,3617,1896,1896,5306,19590,162123
From 1528437494 to 1528437524,83.97,6118,32,4855,32,149620,19360,19360,19360,4047,865,1608,77641,19360,145458,3773,32,44,32,0,2797138,19360,4148,145458,887,5,1608,1608,3059,6045,19360,49951,1608,96,3059,0,2239530,1608,2764896,49951,19360,70872,72480,1608,442,19360,85,4047,1608,5400,380,1608,32,32,230,442,58,19360,143850,64,2328,32,3059,887,1608,60,32,6118,1608,1608,63,53332,1,1608,865,1608,1608,19360,40200,1608,149620,19360,40200,570006,1608,24472,17400,90788,887,19360,1874,64,1608,1608,19360,626,3355,3216,1608,53330,19360,70872,38213,447,45208,143850,1608,2149,32,2104,24472,4072,19360,32,44,32,3059,626,19360,7842,19360,10918,3355,32,70872,1307,8459,32,1608,53332,128,675,20158,149620,1608,103,70872,865,1608,380,32,58,3355,1608,1608,4855,18354,145458
From 1528437525 to 1528437554,78.83,2814,55,2864,55,129079,12550,12550,12550,1809,303,1230,66975,12549,126660,2246,55,64,55,0,2439769,12549,3964,126656,530,5,1230,1230,1407,3366,12550,32256,1230,165,1407,0,1380785,1230,2419355,32256,12550,60950,62180,1230,271,12549,93,1809,1230,3405,240,1230,55,55,132,271,49,13267,125426,110,2084,55,1407,530,1230,26,55,2814,1230,1230,54,35229,1,1230,303,1230,1230,12550,30750,1230,129079,12549,30750,328463,1230,11256,11527,73244,530,12549,1154,110,1230,1230,12549,383,1638,2460,1230,35227,12550,60950,17290,429,20664,125428,1230,1763,55,1984,11256,3916,12550,55,64,55,1407,383,12550,5688,12550,4940,1638,55,60950,574,4812,55,1230,35229,220,378,13787,129079,1230,90,60950,303,1230,240,55,49,1638,1230,1230,2864,8442,126659
From 1528437555 to 1528437584,99.23,6158,45,5004,45,182333,26107,26108,26108,4092,907,1970,93776,26108,175279,3586,45,52,45,0,3377762,26108,4999,175278,843,5,1970,1970,3079,6545,26107,86135,1970,135,3079,0,3557939,1970,3321620,86135,26108,85292,87262,1970,422,26108,104,4092,1970,5647,366,1970,45,45,202,422,69,25210,173308,90,2964,45,3079,843,1970,48,45,6158,1970,1970,73,90094,1,1970,907,1970,1970,26108,49250,1970,182333,26108,49250,983179,1970,24632,29599,120012,843,26108,1778,90,1970,1970,26108,589,3743,3940,1970,90092,26108,85292,39319,556,46448,173308,1970,2650,45,2530,24632,4968,26107,45,52,45,3079,589,26107,8635,26108,11234,3743,45,85292,1329,8726,45,1970,90094,180,642,26088,182333,1970,161,85292,907,1970,366,45,69,3743,1970,1970,5004,18474,175278
From 1528437585 to 1528437614,72.73,1800,48,1681,48,111783,9424,9424,9424,1203,342,269,62077,9424,108199,643,48,58,48,0,2104386,9424,2942,108199,150,5,269,269,900,1781,9424,53421,269,144,900,0,1831600,269,2069511,53421,9424,58041,58309,269,66,9424,57,1203,269,2049,72,269,48,48,52,66,44,9424,107930,96,1738,48,900,150,269,10,48,1800,269,269,50,55542,1,269,342,269,269,9424,6725,269,111783,9424,6725,498987,269,7200,18304,78816,150,9424,328,96,269,269,9424,132,1000,538,269,55540,9424,58040,11704,357,13712,107930,269,732,48,1481,7200,2926,9424,48,58,48,900,132,9424,3829,9424,3344,1000,48,58040,408,2949,48,269,55542,192,129,9549,111783,269,116,58041,342,269,72,48,44,1000,269,269,1681,5400,108199
From 1528437615 to 1528437644,76.93,6352,34,4815,34,130742,19361,19361,19361,4286,964,1625,71687,19361,126886,3490,34,38,34,0,2392775,19361,3817,126886,822,5,1625,1625,3176,6286,19361,42555,1625,102,3176,0,2077745,1625,2365415,42555,19361,65449,67074,1625,426,19361,83,4286,1625,5316,346,1625,34,34,166,426,57,19361,125261,68,2083,34,3176,822,1625,42,34,6352,1625,1625,62,45503,1,1625,964,1625,1625,19361,40625,1625,130742,19361,40625,528142,1625,25408,14869,82653,822,19361,1710,68,1625,1625,19361,528,3581,3250,1625,45501,19361,65449,40670,373,47952,125261,1625,2172,34,1930,25408,3730,19361,34,38,34,3176,528,19361,7563,19361,11620,3581,34,65449,1390,8492,34,1625,45503,136,606,20190,130742,1625,89,65449,964,1625,346,34,57,3581,1625,1625,4815,19056,126886
From 1528437645 to 1528437674,99.67,4828,75,4105,75,165515,20222,20222,20222,3243,791,1085,102076,20222,158236,2332,75,92,75,1,3177068,20222,5174,158236,550,5,1085,1085,2414,4823,20222,79788,1085,225,2414,0,3556033,1085,3125161,79788,20222,95623,96708,1085,282,20222,110,3243,1085,4764,230,1085,75,75,148,282,71,20222,157151,150,2542,75,2414,550,1085,42,75,4828,1085,1085,76,83713,1,1085,791,1085,1085,20222,27125,1085,165515,20222,27125,1001683,1085,19312,27500,128413,550,20222,1172,150,1085,1085,20222,395,2744,2170,1085,83711,20222,95623,30975,639,36400,157151,1085,1827,75,2627,19312,5153,20222,75,92,75,2414,395,20222,7876,20222,8850,2744,75,95623,1073,7178,75,1085,83713,300,396,20716,165515,1085,184,95623,791,1085,230,75,71,2744,1085,1085,4105,14484,158236
From 1528437675 to 1528437704,75.67,4880,64,3950,64,132434,18028,18028,18028,3283,750,1228,78988,18028,130305,2679,64,84,64,0,2548805,18028,3924,130305,629,5,1228,1228,2440,4883,18028,24765,1228,192,2440,1,1297265,1228,2533305,24766,18028,73310,74538,1228,309,18028,102,3283,1228,4469,274,1228,64,64,146,309,59,18028,129077,128,1997,64,2440,629,1228,40,64,4880,1228,1228,64,27743,1,1228,751,1228,1228,18028,30700,1228,132434,18028,30700,275370,1228,19520,8946,82819,629,18028,1312,128,1228,1228,18028,437,2834,2456,1228,27741,18028,73310,31423,449,37080,129077,1228,1777,64,1979,19520,3823,18028,64,84,64,2440,437,18028,6766,18028,8978,2834,64,73310,1060,6909,64,1228,27743,256,489,18625,132434,1228,100,73310,750,1228,274,64,59,2834,1228,1228,3950,14640,130305
From 1528437705 to 1528437735,102.73,6139,72,5069,72,181329,21627,21627,21627,4099,935,1796,90755,21627,177203,3340,72,92,72,0,3393552,21627,5259,177203,790,5,1796,1796,3069,6330,21627,50267,1796,216,3071,0,2277735,1796,3361467,50267,21627,82465,84261,1796,410,21627,129,4099,1796,5778,357,1796,72,72,197,410,67,21627,175407,144,2846,72,3070,790,1796,46,72,6138,1796,1796,72,54310,1,1796,935,1796,1796,21627,44900,1796,181329,21627,44900,557275,1796,24555,17760,102200,790,21627,1731,144,1796,1796,21627,572,3597,3592,1796,54308,21627,82465,38663,578,45500,175407,1796,2480,72,2631,24555,5215,21627,72,92,72,3070,572,21627,8836,21627,11046,3597,72,82465,1344,8848,72,1796,54310,288,534,22478,181329,1796,139,82465,935,1796,357,72,67,3597,1796,1796,5069,18415,177203
From 1528437736 to 1528437765,97.43,7731,61,5949,61,180781,21728,21728,21728,5287,1274,1430,106819,21728,175501,3728,61,84,61,0,3486743,21728,5437,175501,877,5,1430,1430,3866,7236,21728,62245,1430,183,3864,0,2807386,1430,3446602,62245,21728,99305,100735,1430,440,21728,105,5287,1430,6656,373,1430,61,61,225,440,76,21728,174071,122,2793,61,3865,877,1430,58,61,7732,1430,1430,81,66470,1,1430,1274,1430,1430,21728,35750,1430,180781,21728,35750,711718,1430,30925,21713,124159,877,21728,1851,122,1430,1430,21728,616,4216,2860,1430,66468,21728,99305,50196,604,59036,174071,1430,2204,61,2760,30925,5354,21728,61,84,61,3865,616,21728,9878,21728,14342,4216,61,99305,1715,10521,61,1430,66470,244,666,22516,180781,1430,148,99305,1274,1430,373,61,76,4216,1430,1430,5949,23195,175501
From 1528437766 to 1528437795,79.57,4286,18,3437,18,108942,16789,16789,16789,2882,668,1099,61522,16789,104954,2278,18,28,18,0,2080934,16789,3498,104954,536,5,1099,1099,2143,4311,16789,49838,1099,54,2143,0,1989513,1099,2048616,49838,16789,56414,57513,1099,271,16789,52,2882,1099,3895,228,1099,18,18,130,271,48,16789,103855,36,1837,18,2143,536,1099,34,18,4286,1099,1099,53,52544,1,1099,668,1099,1099,16789,27475,1099,108942,16789,27475,533380,1099,17144,17249,76267,536,16789,1128,36,1099,1099,16789,372,2561,2198,1099,52542,16789,56414,27426,362,32304,103855,1099,1592,18,1765,17144,3456,16789,18,28,18,2143,372,16789,5960,16789,7836,2561,18,56414,939,6038,18,1099,52544,72,402,17346,108942,1099,93,56414,668,1099,228,18,48,2561,1099,1099,3437,12858,104954
From 1528437796 to 1528437825,101.3,5992,90,5320,90,191423,14940,14940,14940,3921,696,2423,105854,14940,187128,4538,90,108,90,0,3607998,14940,5538,187128,1068,5,2423,2423,2996,6845,14940,51498,2423,270,2996,1,2422574,2423,3575104,51498,14940,97169,99592,2423,534,14940,164,3921,2423,6054,474,2423,90,90,248,534,77,14940,184705,180,2812,90,2996,1068,2423,62,90,5992,2423,2423,81,55896,1,2423,697,2423,2423,14940,60575,2423,191423,14940,60575,596455,2423,23968,18176,117423,1068,14940,2264,180,2423,2423,14940,736,3393,4846,2423,55894,14940,97169,36799,628,43712,184705,2423,3184,90,2778,23968,5466,14940,90,108,90,2996,736,14940,9304,14940,10514,3393,90,97169,1231,9050,90,2423,55896,360,798,16052,191423,2423,149,97169,696,2423,474,90,77,3393,2423,2423,5320,17976,187128
From 1528437826 to 1528437855,94.33,5684,26,4410,26,156173,23752,23752,23752,3894,1018,926,81386,23752,149975,2282,26,44,26,0,3012740,23752,4697,149975,537,5,926,926,2842,5246,23752,78750,926,78,2842,0,3147441,926,2961481,78750,23752,75334,76260,926,269,23752,55,3894,926,5025,232,926,26,26,130,269,60,23752,149049,52,2384,26,2842,537,926,36,26,5684,926,926,66,82315,1,926,1018,926,926,23752,23150,926,156173,23752,23150,867803,926,22736,27119,106787,537,23752,1132,52,926,926,23752,382,3335,1852,926,82313,23752,75334,37401,518,43872,149049,926,1538,26,2377,22736,4670,23752,26,44,26,2842,382,23752,7803,23752,10686,3335,26,75334,1287,7867,26,926,82315,104,402,24243,156173,926,144,75334,1018,926,232,26,60,3335,926,926,4410,17052,149975
From 1528437856 to 1528437885,71.47,2742,45,2573,45,106139,10904,10904,10904,1748,306,1257,67801,10904,103498,2112,45,60,45,0,2002149,10904,3223,103498,500,5,1257,1257,1371,3329,10904,30029,1257,135,1371,0,1382374,1257,1982932,30029,10904,62863,64120,1257,259,10904,83,1748,1257,2990,230,1257,45,45,138,259,50,10904,102241,90,1686,45,1371,500,1257,28,45,2742,1257,1257,55,32494,1,1257,306,1257,1257,10904,31425,1257,106139,10904,31425,346543,1257,10968,10568,74808,500,10904,1116,90,1257,1257,10904,377,1639,2514,1257,32492,10904,62863,16625,361,19776,102241,1257,1739,45,1634,10968,3142,10904,45,60,45,1371,377,10904,4900,10904,4750,1639,45,62863,565,4361,45,1257,32494,180,336,11430,106139,1257,88,62863,306,1257,230,45,50,1639,1257,1257,2573,8226,103498
From 1528437886 to 1528437915,102.27,5924,63,4961,63,198506,26232,26232,26232,3940,931,1432,100493,26232,193691,3114,63,92,63,0,3763905,26232,5545,193691,734,5,1432,1432,2962,5852,26232,56593,1432,189,2962,0,2644463,1432,3727632,56593,26232,92081,93513,1432,366,26232,108,3940,1432,5702,336,1432,63,63,192,366,72,26232,192259,126,3074,63,2962,734,1432,44,63,5924,1432,1432,77,60815,1,1432,931,1432,1432,26232,35800,1432,198506,26232,35800,665069,1432,23696,19904,114555,734,26232,1596,126,1432,1432,26232,550,3606,2864,1432,60813,26232,92081,37506,614,44216,192259,1432,2167,63,2795,23696,5477,26232,63,92,63,2962,550,26232,8940,26232,10716,3606,63,92081,1297,8664,63,1432,60815,252,534,26923,198506,1432,145,92081,931,1432,336,63,72,3606,1432,1432,4961,17772,193691
From 1528437916 to 1528437946,87.47,5984,64,4767,64,143466,19281,19281,19281,4001,911,1545,87772,19281,138443,3306,64,68,64,0,2768916,19281,4488,138443,779,5,1545,1545,2992,5978,19281,60162,1545,192,2992,0,2598687,1545,2729937,60162,19281,81271,82816,1545,391,19281,112,4001,1545,5347,346,1545,64,64,190,391,63,19281,136898,128,2300,64,2992,779,1545,50,64,5984,1545,1545,68,63726,1,1545,911,1545,1545,19281,38625,1545,143466,19281,38625,690643,1545,23936,20847,105391,779,19281,1664,128,1545,1545,19281,552,3354,3090,1545,63724,19281,81271,37912,525,44664,136898,1545,2169,64,2273,23936,4436,19281,64,68,64,2992,552,19281,8018,19281,10832,3354,64,81271,1302,8339,64,1545,63726,256,570,20027,143466,1545,136,81271,911,1545,346,64,63,3354,1545,1545,4767,17952,138443
